Id,SalePrice
1461,112406.014495951
1462,157090.86206201953
1463,186105.82099440106
1464,196225.6479102296
1465,205433.3550454377
1466,170074.39181424462
1467,174833.6189406733
1468,156323.171234258
1469,210765.51651896263
1470,115135.13151998559
1471,154267.69838138542
1472,97708.39187055055
1473,93775.81319065357
1474,145937.67439231105
1475,106024.09644229375
1476,373531.12151078787
1477,262601.08623295795
1478,312242.7113996461
1479,306114.27969255846
1480,483634.3684568538
1481,309354.246937854
1482,204435.16689112873
1483,177674.5142153213
1484,161703.01010218204
1485,178403.85905398394
1486,188258.12474415146
1487,335922.9596539523
1488,219346.40847058623
1489,204422.92655647072
1490,257227.91275820215
1491,201281.11436376694
1492,101888.8635484599
1493,184992.63547747568
1494,305143.3497277813
1495,288435.69271538424
1496,245084.8983631072
1497,175531.580895159
1498,176183.93444315155
1499,162764.4483152454
1500,149119.97194200466
1501,197379.32205997492
1502,134150.3558116872
1503,355125.21141725697
1504,233762.3813954306
1505,224989.0611273819
1506,192651.59761965845
1507,256393.3836342501
1508,196869.62690807844
1509,154038.2225170275
1510,143854.77163449943
1511,161449.60183462995
1512,175329.3106499591
1513,150189.5230504972
1514,169564.15115593263
1515,208135.48246478318
1516,153245.2188672056
1517,181731.69381896243
1518,120676.19522472934
1519,220934.17726686428
1520,119585.25884281372
1521,135087.49906700736
1522,188468.87848044003
1523,112108.48112650028
1524,123236.69115515522
1525,116937.59259262745
1526,103572.5009316131
1527,102327.69567220786
1528,129486.64078821737
1529,159834.04093847852
1530,211726.9768674016
1531,130690.14365015006
1532,92954.34596764631
1533,166093.3604934994
1534,126878.39682323071
1535,149976.03909288603
1536,93757.80940621934
1537,44583.37034633511
1538,152126.83235793954
1539,206397.38907121122
1540,118336.57418205486
1541,141509.92650830685
1542,166182.22006988886
1543,186978.42250791605
1544,74846.92270254131
1545,119447.37221904262
1546,138341.0838634154
1547,137295.47368529404
1548,150895.83569031092
1549,126037.69277480466
1550,142677.55713112885
1551,103307.62017061887
