Id,SalePrice
1461,110354.75578473977
1462,148019.12893417946
1463,181998.6508140641
1464,193499.52613290967
1465,207296.56715410113
1466,169714.14930541618
1467,175414.43436093678
1468,156928.2272420492
1469,207443.32307699797
1470,117051.00298220271
1471,153593.71357952475
1472,100095.85494492561
1473,94076.47053973313
1474,144766.88199238674
1475,103933.77036603956
1476,372124.03625756875
1477,261682.72181334448
1478,315586.34565164906
1479,312432.6286292041
1480,475736.2184273666
1481,309397.347332134
1482,209074.80712206327
1483,175061.08683572608
1484,163916.06328079422
1485,185137.5454614523
1486,188808.3423908288
1487,338615.5677069599
1488,221030.77943553877
1489,202627.24361437876
1490,254598.09335145305
1491,200576.32439779982
1492,102257.8201663999
1493,194002.56565898805
1494,309733.3227500941
1495,287613.38015839737
1496,245441.80300289366
1497,173181.00950163705
1498,179062.38482154554
1499,162776.10402905222
1500,151758.96241886923
1501,195515.56026762587
1502,135570.36401310927
1503,327877.08373443014
1504,236325.76572382296
1505,224882.8620510452
1506,191297.83845340137
1507,249440.73580316422
1508,194082.22341568183
1509,154419.26454304814
1510,145482.44085579502
1511,159865.78632663688
1512,173230.49080234554
1513,155823.69516164172
1514,163832.33202719552
1515,204383.41348590897
1516,154658.03737323158
1517,177355.89546843295
1518,119288.71211172672
1519,216641.86395515353
1520,119597.62805428202
1521,131636.07758212186
1522,188978.87578060353
1523,111423.30850397368
1524,119639.93276444121
1525,115111.80826185292
1526,102527.3706130313
1527,103223.73922413038
1528,126524.24772126452
1529,156930.55483162138
1530,211092.6472961574
1531,137104.98157790778
1532,95597.18359131049
1533,161433.0589171621
1534,124220.94538734408
1535,144682.49033874288
1536,93447.51061435157
1537,42822.0594518079
1538,154654.39516660335
1539,207089.30678731602
1540,118703.42117108338
1541,138266.76227748263
1542,160918.24081053046
1543,181924.00728050552
1544,80092.48797509118
1545,118235.9301930203
1546,144131.10865940168
1547,138483.39454693018
1548,151172.462840285
1549,128103.41886672759
1550,146596.66341370883
1551,102058.88401168949
1552,155946.77815769045
1553,154856.1919679067
1554,114734.05292943868
1555,154656.22451944285
1556,63364.650648800074
1557,134307.72803485979
1558,105618.57489052843
1559,61620.615261992614
1560,122666.4834749877
1561,129919.54540513767
1562,130832.38133725521
1563,127572.16406041969
1564,156520.76062342667
1565,154906.97934724108
1566,228259.66365011534
1567,71552.74709581904
1568,224016.96748023355
1569,132687.65715117325
1570,130947.42399351622
1571,79490.9641033991
1572,144736.62473488468
1573,255514.82768932582
1574,137421.1400065267
1575,241306.5524671241
1576,231728.8313978044
1577,183671.28669289887
1578,156557.54971620018
1579,137950.68229745343
1580,190167.7837180289
1581,156567.62719606285
1582,137175.2134204141
1583,276252.13300977147
1584,219534.02702723807
1585,134031.8080808485
1586,77913.290324487
1587,109303.56349513438
1588,157444.57224684927
1589,101805.87834863507
1590,124263.70559411866
1591,88832.18690668151
1592,126188.95500376335
1593,134454.49983396285
1594,153583.72382695702
1595,116720.52259750894
1596,229171.09921625626
1597,208995.4016341055
1598,214645.4021497297
1599,189801.82882110876
1600,171173.27658622022
1601,51045.665353431774
1602,128323.03482435012
1603,53197.64702479608
1604,273351.1304804173
1605,223888.61040660416
1606,150426.38012824234
1607,166093.52857688835
1608,206061.98219833468
1609,189703.46351472955
1610,152162.47308572478
1611,130798.11449828869
1612,184866.213983929
1613,162051.57494379536
1614,138560.84556006626
1615,94878.35128317197
1616,71168.64942606306
1617,84275.96500716687
1618,135521.0802137551
1619,146887.86767331648
1620,174646.53145833992
1621,126876.65429083983
1622,152538.79115146337
1623,251567.25995297483
1624,197023.2808796577
1625,114429.74238130669
1626,169989.78547277374
1627,187698.9738979423
1628,274199.13680454204
1629,180404.09106313527
1630,357760.2667926623
1631,255510.78381450832
1632,250064.0157993896
1633,178916.48899998286
1634,182931.87978008008
1635,170960.1802917157
1636,146808.9673777677
1637,196100.89403975694
1638,176594.67514506812
1639,181863.3031596345
1640,234872.70583315167
1641,178912.916096464
1642,256561.33484914977
1643,217606.86151876012
1644,235202.97303373666
1645,213891.27761371227
1646,158701.8684129667
1647,157272.6594866709
1648,128484.3852931064
1649,128427.42253955748
1650,107741.55222736616
1651,113376.72147953484
1652,99476.24722425154
1653,96657.82685965506
1654,145068.06758053807
1655,122185.83119032349
1656,140717.8271793529
1657,154788.86417116484
1658,148354.17030405035
1659,125485.25322655836
1660,149514.8180475035
1661,432000.57631771336
1662,381846.809495904
1663,382739.5512536224
1664,505284.45608798426
1665,333463.85465179675
1666,321831.4599072285
1667,374029.50058317743
1668,362845.9353137319
1669,320324.67095247586
1670,361785.4098552882
1671,268435.055412743
1672,402594.2331330604
1673,291628.73475260206
1674,247953.56607710142
1675,203326.13894917877
1676,206006.15636589282
1677,215551.1408602858
1678,463564.8720649348
1679,385310.5878569664
1680,338313.5962794046
1681,282041.7066447118
1682,321866.03304630204
1683,193471.9694907013
1684,169177.10904002396
1685,171330.92166702318
1686,163408.64680340575
1687,164762.2468179832
1688,181585.0527533442
1689,186840.1922979428
1690,189937.86250620525
1691,180437.48691822772
1692,255034.03302584615
1693,175457.0806284639
1694,182304.9005446557
1695,171280.19356364835
1696,262099.69681734176
1697,179517.0353799037
1698,339005.00210282544
1699,336561.9942265471
1700,272945.52014061157
1701,281654.3606904432
1702,232258.09427347183
1703,226472.46083248846
1704,265392.5837915803
1705,246649.3577863217
1706,218787.2204147663
1707,230804.6534285881
1708,205221.85404488313
1709,247613.33412780534
1710,222400.874564726
1711,270003.4408625199
1712,254033.32261413676
1713,280674.51248557714
1714,223625.56941201203
1715,210632.91783818507
1716,183914.68122718923
1717,175831.56949965373
1718,149454.73825040724
1719,225534.1412020599
1720,233375.29418458298
1721,148572.60087808952
1722,116986.66314187527
1723,150331.4884400056
1724,216748.51172465007
1725,243552.50854769655
1726,184702.9158583374
1727,153739.92681060822
1728,159160.54104170538
1729,177560.5784525034
1730,163185.57238926864
1731,113046.72265641598
1732,131931.3117030704
1733,114928.82606231954
1734,123449.47533901109
1735,98880.46420136854
1736,94994.89564917571
1737,284514.2799204397
1738,265534.48936907365
1739,248999.61394428762
1740,216034.9856528711
1741,188810.20093135678
1742,177507.95420720082
1743,171527.03088403135
1744,354060.69305491075
1745,221067.38367435176
1746,196948.67548821968
1747,219178.75772611095
1748,221600.70938673985
1749,133969.84730029517
1750,128110.66976795779
1751,230676.4469921365
1752,106777.33637797702
1753,155968.5013036726
1754,194528.05086189756
1755,167981.59813327974
1756,143594.05347811364
1757,118942.28848997576
1758,147375.82032992117
1759,160174.30002148644
1760,161065.8097923676
1761,151267.7469193891
1762,186968.6124407527
1763,187420.5656827561
1764,114741.226428367
1765,179325.64103310948
1766,186179.76625947005
1767,221211.4596033639
1768,139839.87267237788
1769,162164.5519878847
1770,152107.05385356516
1771,122297.02619026389
1772,132658.30243832347
1773,114068.77335598474
1774,149975.63868991137
1775,144894.4326939511
1776,135938.03471230585
1777,109264.70541082686
1778,145682.61661880705
1779,135716.66703748787
1780,154362.09865466537
1781,126365.50675888863
1782,75751.30027908072
1783,142277.8630711719
1784,95867.32210352548
